Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,,Opposition,Ground,Start Date,
Combined Test,-,-,-,-,-,-,-,,ODI v Australia,Bridgetown,19 Jun 2016,ODI # 3750
Combined Test,10.0,1,31,3,3.10,10.33,20.0,,ODI v West Indies,Bridgetown,24 Jun 2016,ODI # 3754
Combined Test,-,-,-,-,-,-,-,,Test v New Zealand,Durban,19 Aug 2016,Test # 2219
Combined Test,29.3,6,116,5,3.93,23.20,35.4,,Test v New Zealand,Centurion,27 Aug 2016,Test # 2220
Combined Test,4.0,1,22,1,5.50,22.00,24.0,,ODI v Ireland,Benoni,25 Sep 2016,ODI # 3780
Combined Test,10.0,0,63,0,6.30,-,-,,ODI v Australia,Centurion,30 Sep 2016,ODI # 3785
Combined Test,7.0,0,31,2,4.42,15.50,21.0,,ODI v Australia,Johannesburg,2 Oct 2016,ODI # 3787
Combined Test,10.0,0,86,1,8.60,86.00,60.0,,ODI v Australia,Durban,5 Oct 2016,ODI # 3790
Combined Test,9.0,0,84,2,9.33,42.00,27.0,,ODI v Australia,Cape Town,12 Oct 2016,ODI # 3795
Combined Test,51.0,7,170,7,3.33,24.28,43.7,,Test v Australia,Perth,3 Nov 2016,Test # 2230
Combined Test,23.0,5,54,5,2.34,10.80,27.6,,Test v Australia,Hobart,12 Nov 2016,Test # 2233
Combined Test,34.1,8,112,3,3.27,37.33,68.3,,Test v Australia,Adelaide,24 Nov 2016,Test # 2236
Combined Test,34.0,7,140,4,4.11,35.00,51.0,,Test v Sri Lanka,Gqeberha,26 Dec 2016,Test # 2243
Combined Test,29.0,5,92,10,3.17,9.20,17.4,,Test v Sri Lanka,Cape Town,2 Jan 2017,Test # 2244
Combined Test,24.0,6,94,5,3.91,18.80,28.8,,Test v Sri Lanka,Johannesburg,12 Jan 2017,Test # 2247
Combined Test,10.0,1,35,1,3.50,35.00,60.0,,ODI v Sri Lanka,Gqeberha,28 Jan 2017,ODI # 3828
Combined Test,8.0,0,47,1,5.87,47.00,48.0,,ODI v Sri Lanka,Durban,1 Feb 2017,ODI # 3830
Combined Test,7.0,0,39,2,5.57,19.50,21.0,,ODI v Sri Lanka,Johannesburg,4 Feb 2017,ODI # 3831
Combined Test,9.0,1,50,2,5.55,25.00,27.0,,ODI v Sri Lanka,Cape Town,7 Feb 2017,ODI # 3833
Combined Test,10.0,0,55,0,5.50,-,-,,ODI v Sri Lanka,Centurion,10 Feb 2017,ODI # 3834
Combined Test,7.0,1,31,2,4.42,15.50,21.0,,ODI v New Zealand,Hamilton,19 Feb 2017,ODI # 3836
Combined Test,10.0,0,39,2,3.90,19.50,30.0,,ODI v New Zealand,Wellington,25 Feb 2017,ODI # 3841
Combined Test,8.0,0,41,1,5.12,41.00,48.0,,ODI v New Zealand,Hamilton,1 Mar 2017,ODI # 3843
Combined Test,7.1,1,25,3,3.48,8.33,14.3,,ODI v New Zealand,Auckland,4 Mar 2017,ODI # 3846
Combined Test,30.0,7,92,1,3.06,92.00,180.0,,Test v New Zealand,Dunedin,8 Mar 2017,Test # 2253
Combined Test,36.0,11,97,3,2.69,32.33,72.0,,Test v New Zealand,Wellington,16 Mar 2017,Test # 2255
Combined Test,34.0,3,122,4,3.58,30.50,51.0,,Test v New Zealand,Hamilton,25 Mar 2017,Test # 2257
Combined Test,9.0,0,63,1,7.00,63.00,54.0,,ODI v England,Leeds,24 May 2017,ODI # 3872
Combined Test,10.0,0,50,2,5.00,25.00,30.0,,ODI v England,Southampton,27 May 2017,ODI # 3873
Combined Test,9.0,1,39,4,4.33,9.75,13.5,,ODI v England,Lord's,29 May 2017,ODI # 3874
Combined Test,8.0,1,46,1,5.75,46.00,48.0,,ODI v Sri Lanka,The Oval,3 Jun 2017,ODI # 3877
Combined Test,7.0,1,36,0,5.14,-,-,,ODI v Pakistan,Birmingham,7 Jun 2017,ODI # 3881
Combined Test,9.0,2,34,0,3.77,-,-,,ODI v India,The Oval,11 Jun 2017,ODI # 3886
Combined Test,48.0,9,173,6,3.60,28.83,48.0,,Test v England,Lord's,6 Jul 2017,Test # 2262
Combined Test,44.0,8,141,4,3.20,35.25,66.0,,Test v England,The Oval,27 Jul 2017,Test # 2266
Combined Test,43.0,11,141,6,3.27,23.50,43.0,,Test v England,Manchester,4 Aug 2017,Test # 2268
Combined Test,34.0,8,117,5,3.44,23.40,40.8,,Test v Bangladesh,Potchefstroom,28 Sep 2017,Test # 2276
Combined Test,24.5,5,63,10,2.53,6.30,14.9,,Test v Bangladesh,Bloemfontein,6 Oct 2017,Test # 2277
Combined Test,10.0,1,43,4,4.30,10.75,15.0,,ODI v Bangladesh,Kimberley,15 Oct 2017,ODI # 3923
Combined Test,9.0,1,40,0,4.44,-,-,,ODI v Bangladesh,Paarl,18 Oct 2017,ODI # 3925
Combined Test,8.0,1,33,1,4.12,33.00,48.0,,ODI v Bangladesh,East London,22 Oct 2017,ODI # 3929
Combined Test,13.1,5,24,3,1.82,8.00,26.3,,Test v Zimbabwe,Gqeberha,26 Dec 2017,Test # 2290
Combined Test,28.4,6,75,5,2.61,15.00,34.4,,Test v India,Cape Town,5 Jan 2018,Test # 2292
Combined Test,34.0,4,121,4,3.55,30.25,51.0,,Test v India,Centurion,13 Jan 2018,Test # 2293
Combined Test,41.4,11,108,6,2.59,18.00,41.6,,Test v India,Johannesburg,24 Jan 2018,Test # 2294
Combined Test,9.3,0,48,0,5.05,-,-,,ODI v India,Durban,1 Feb 2018,ODI # 3969
Combined Test,5.0,0,24,1,4.80,24.00,30.0,,ODI v India,Centurion,4 Feb 2018,ODI # 3970
Combined Test,10.0,1,54,1,5.40,54.00,60.0,,ODI v India,Cape Town,7 Feb 2018,ODI # 3971
Combined Test,10.0,0,58,2,5.80,29.00,30.0,,ODI v India,Johannesburg,10 Feb 2018,ODI # 3973
Combined Test,9.0,0,58,1,6.44,58.00,54.0,,ODI v India,Gqeberha,13 Feb 2018,ODI # 3976
Combined Test,38.0,12,102,4,2.68,25.50,57.0,,Test v Australia,Durban,1 Mar 2018,Test # 2297
Combined Test,43.0,11,150,11,3.48,13.63,23.4,,Test v Australia,Gqeberha,9 Mar 2018,Test # 2298
Combined Test,32.5,7,122,5,3.71,24.40,39.4,,Test v Australia,Cape Town,22 Mar 2018,Test # 2300
Combined Test,27.0,10,69,3,2.55,23.00,54.0,,Test v Australia,Johannesburg,30 Mar 2018,Test # 2302
Combined Test,26.0,1,94,7,3.61,13.42,22.2,,Test v Sri Lanka,Galle,12 Jul 2018,Test # 2311
Combined Test,28.0,3,97,1,3.46,97.00,168.0,,Test v Sri Lanka,Colombo (SSC),20 Jul 2018,Test # 2313
Combined Test,8.0,0,41,4,5.12,10.25,12.0,,ODI v Sri Lanka,Dambulla,29 Jul 2018,ODI # 4025
Combined Test,9.0,1,48,1,5.33,48.00,54.0,,ODI v Sri Lanka,Dambulla,1 Aug 2018,ODI # 4027
Combined Test,8.0,0,34,0,4.25,-,-,,ODI v Sri Lanka,Pallekele,5 Aug 2018,ODI # 4029
Combined Test,10.0,0,47,1,4.70,47.00,60.0,,ODI v Sri Lanka,Colombo (RPS),12 Aug 2018,ODI # 4031
Combined Test,4.0,0,24,2,6.00,12.00,12.0,,T20I v Sri Lanka,Colombo (RPS),14 Aug 2018,T20I # 695
Combined Test,8.0,2,34,2,4.25,17.00,24.0,,ODI v Zimbabwe,Kimberley,30 Sep 2018,ODI # 4049
Combined Test,10.0,1,32,3,3.20,10.66,20.0,,ODI v Zimbabwe,Paarl,6 Oct 2018,ODI # 4051
Combined Test,8.0,0,30,0,3.75,-,-,,ODI v Australia,Perth,4 Nov 2018,ODI # 4065
Combined Test,9.3,0,54,4,5.68,13.50,14.2,,ODI v Australia,Adelaide,9 Nov 2018,ODI # 4067
Combined Test,10.0,3,40,3,4.00,13.33,20.0,,ODI v Australia,Hobart,11 Nov 2018,ODI # 4069
Combined Test,2.0,0,21,0,10.50,-,-,,T20I v Australia,Carrara,17 Nov 2018,T20I # 711
Combined Test,32.0,8,106,6,3.31,17.66,32.0,,Test v Pakistan,Centurion,26 Dec 2018,Test # 2338
Combined Test,26.4,4,96,6,3.60,16.00,26.6,,Test v Pakistan,Cape Town,3 Jan 2019,Test # 2340
Combined Test,27.4,2,116,5,4.19,23.20,33.2,,Test v Pakistan,Johannesburg,11 Jan 2019,Test # 2341
Combined Test,9.1,1,51,0,5.56,-,-,,ODI v Pakistan,Gqeberha,19 Jan 2019,ODI # 4080
Combined Test,9.0,1,35,2,3.88,17.50,27.0,,ODI v Pakistan,Durban,22 Jan 2019,ODI # 4081
Combined Test,10.0,0,57,2,5.70,28.50,30.0,,ODI v Pakistan,Centurion,25 Jan 2019,ODI # 4084
Combined Test,5.0,0,29,0,5.80,-,-,,ODI v Pakistan,Johannesburg,27 Jan 2019,ODI # 4087
Combined Test,10.0,1,43,1,4.30,43.00,60.0,,ODI v Pakistan,Cape Town,30 Jan 2019,ODI # 4090
Combined Test,34.5,5,145,3,4.16,48.33,69.6,,Test v Sri Lanka,Durban,13 Feb 2019,Test # 2347
Combined Test,27.4,5,91,5,3.28,18.20,33.2,,Test v Sri Lanka,Gqeberha,21 Feb 2019,Test # 2348
Combined Test,9.0,0,48,1,5.33,48.00,54.0,,ODI v Sri Lanka,Johannesburg,3 Mar 2019,ODI # 4104
Combined Test,9.0,1,43,3,4.77,14.33,18.0,,ODI v Sri Lanka,Centurion,6 Mar 2019,ODI # 4107
Combined Test,6.0,2,18,1,3.00,18.00,36.0,,ODI v Sri Lanka,Durban,10 Mar 2019,ODI # 4112
Combined Test,10.0,1,50,3,5.00,16.66,20.0,,ODI v Sri Lanka,Cape Town,16 Mar 2019,ODI # 4115
Combined Test,4.0,0,42,1,10.50,42.00,24.0,,T20I v Sri Lanka,Cape Town,19 Mar 2019,T20I # 755
Combined Test,10.0,0,66,2,6.60,33.00,30.0,,ODI v England,The Oval,30 May 2019,ODI # 4143
Combined Test,10.0,0,57,0,5.70,-,-,,ODI v Bangladesh,The Oval,2 Jun 2019,ODI # 4147
Combined Test,10.0,1,39,2,3.90,19.50,30.0,,ODI v India,Southampton,5 Jun 2019,ODI # 4150
Combined Test,-,-,-,-,-,-,-,,ODI v West Indies,Southampton,10 Jun 2019,ODI # 4156
Combined Test,8.0,1,36,1,4.50,36.00,48.0,,ODI v Afghanistan,Cardiff,15 Jun 2019,ODI # 4160
Combined Test,10.0,0,42,1,4.20,42.00,60.0,,ODI v New Zealand,Birmingham,19 Jun 2019,ODI # 4165
Combined Test,10.0,0,65,0,6.50,-,-,,ODI v Pakistan,Lord's,23 Jun 2019,ODI # 4171
Combined Test,10.0,2,36,2,3.60,18.00,30.0,,ODI v Sri Lanka,Chester-le-Street,28 Jun 2019,ODI # 4176
Combined Test,10.0,0,56,3,5.60,18.66,20.0,,ODI v Australia,Manchester,6 Jul 2019,ODI # 4188
Combined Test,3.0,0,24,0,8.00,-,-,,T20I v India,Mohali,18 Sep 2019,T20I # 888
Combined Test,4.0,0,39,3,9.75,13.00,8.0,,T20I v India,Bengaluru,22 Sep 2019,T20I # 893
Combined Test,37.0,10,107,1,2.89,107.00,222.0,,Test v India,Visakhapatnam,2 Oct 2019,Test # 2363
Combined Test,30.0,3,93,3,3.10,31.00,60.0,,Test v India,Pune,10 Oct 2019,Test # 2364
Combined Test,23.0,7,85,3,3.69,28.33,46.0,,Test v India,Ranchi,19 Oct 2019,Test # 2365
Combined Test,39.0,4,171,7,4.38,24.42,33.4,,Test v England,Centurion,26 Dec 2019,Test # 2377
Combined Test,39.5,6,137,5,3.43,27.40,47.8,,Test v England,Cape Town,3 Jan 2020,Test # 2379
Combined Test,28.0,6,97,2,3.46,48.50,84.0,,Test v England,Gqeberha,16 Jan 2020,Test # 2380
Combined Test,3.0,0,45,0,15.00,-,-,,T20I v Australia,Johannesburg,21 Feb 2020,T20I # 1046
Combined Test,4.0,0,27,1,6.75,27.00,24.0,,T20I v Australia,Gqeberha,23 Feb 2020,T20I # 1052
Combined Test,4.0,0,42,1,10.50,42.00,24.0,,T20I v Australia,Cape Town,26 Feb 2020,T20I # 1065
Combined Test,4.0,0,32,0,8.00,-,-,,T20I v England,Cape Town,27 Nov 2020,T20I # 1109
Combined Test,3.5,0,25,1,6.52,25.00,23.0,,T20I v England,Paarl,29 Nov 2020,T20I # 1111
Combined Test,35.0,9,91,3,2.60,30.33,70.0,,Test v Pakistan,Karachi,26 Jan 2021,Test # 2406
Combined Test,35.0,5,106,2,3.02,53.00,105.0,,Test v Pakistan,Rawalpindi,4 Feb 2021,Test # 2408
Combined Test,10.0,1,51,1,5.10,51.00,60.0,,ODI v Pakistan,Centurion,2 Apr 2021,ODI # 4285
Combined Test,10.0,2,43,1,4.30,43.00,60.0,,ODI v Pakistan,Johannesburg,4 Apr 2021,ODI # 4286
Combined Test,30.0,11,58,6,1.93,9.66,30.0,,Test v West Indies,Gros Islet,10 Jun 2021,Test # 2424
Combined Test,29.0,9,68,5,2.34,13.60,34.8,,Test v West Indies,Gros Islet,18 Jun 2021,Test # 2426
Combined Test,3.0,0,32,0,10.66,-,-,,T20I v West Indies,St George's,26 Jun 2021,T20I # 1176
Combined Test,4.0,0,37,3,9.25,12.33,8.0,,T20I v West Indies,St George's,27 Jun 2021,T20I # 1178
Combined Test,4.0,0,41,1,10.25,41.00,24.0,,T20I v West Indies,St George's,29 Jun 2021,T20I # 1179
Combined Test,3.0,0,36,1,12.00,36.00,18.0,,T20I v West Indies,St George's,1 Jul 2021,T20I # 1180
Combined Test,4.0,0,24,2,6.00,12.00,12.0,,T20I v West Indies,St George's,3 Jul 2021,T20I # 1181
Combined Test,8.2,2,43,2,5.16,21.50,25.0,,ODI v Ireland,Dublin (Malahide),11 Jul 2021,ODI # 4301
Combined Test,10.0,0,58,1,5.80,58.00,60.0,,ODI v Ireland,Dublin (Malahide),13 Jul 2021,ODI # 4302
Combined Test,4.0,0,28,1,7.00,28.00,24.0,,T20I v Ireland,Dublin (Malahide),19 Jul 2021,T20I # 1194
Combined Test,9.0,0,66,2,7.33,33.00,27.0,,ODI v Sri Lanka,Colombo (RPS),2 Sep 2021,ODI # 4314
Combined Test,6.0,0,16,2,2.66,8.00,18.0,,ODI v Sri Lanka,Colombo (RPS),4 Sep 2021,ODI # 4315
Combined Test,8.0,0,46,0,5.75,-,-,,ODI v Sri Lanka,Colombo (RPS),7 Sep 2021,ODI # 4318
Combined Test,3.0,0,21,0,7.00,-,-,,T20I v Sri Lanka,Colombo (RPS),10 Sep 2021,T20I # 1265
Combined Test,2.0,0,29,0,14.50,-,-,,T20I v Sri Lanka,Colombo (RPS),12 Sep 2021,T20I # 1270
Combined Test,3.0,0,23,2,7.66,11.50,9.0,,T20I v Sri Lanka,Colombo (RPS),14 Sep 2021,T20I # 1273
Combined Test,4.0,0,28,1,7.00,28.00,24.0,,T20I v Australia,Abu Dhabi,23 Oct 2021,T20I # 1351
Combined Test,4.0,0,27,1,6.75,27.00,24.0,,T20I v West Indies,Dubai (DSC),26 Oct 2021,T20I # 1366
Combined Test,3.0,0,32,0,10.66,-,-,,T20I v Sri Lanka,Sharjah,30 Oct 2021,T20I # 1378
Combined Test,4.0,0,20,3,5.00,6.66,8.0,,T20I v Bangladesh,Abu Dhabi,2 Nov 2021,T20I # 1384
Combined Test,4.0,0,48,3,12.00,16.00,8.0,,T20I v England,Sharjah,6 Nov 2021,T20I # 1400
Combined Test,43.0,9,114,7,2.65,16.28,36.8,,Test v India,Centurion,26 Dec 2021,Test # 2443
Combined Test,37.1,5,141,6,3.79,23.50,37.1,,Test v India,Johannesburg,3 Jan 2022,Test # 2445
Combined Test,39.0,9,126,7,3.23,18.00,33.4,,Test v India,Cape Town,11 Jan 2022,Test # 2448
Combined Test,30.0,6,113,2,3.76,56.50,90.0,,Test v New Zealand,Christchurch,17 Feb 2022,Test # 2450
Combined Test,38.0,8,106,8,2.78,13.25,28.5,,Test v New Zealand,Christchurch,25 Feb 2022,Test # 2451
Combined Test,10.0,0,57,1,5.70,57.00,60.0,,ODI v Bangladesh,Centurion,18 Mar 2022,ODI # 4370
Combined Test,10.0,0,39,5,3.90,7.80,12.0,,ODI v Bangladesh,Johannesburg,20 Mar 2022,ODI # 4372
Combined Test,5.3,0,37,0,6.72,-,-,,ODI v Bangladesh,Centurion,23 Mar 2022,ODI # 4375
Combined Test,4.0,0,35,0,8.75,-,-,,T20I v India,Delhi,9 Jun 2022,T20I # 1554
Combined Test,4.0,0,15,1,3.75,15.00,24.0,,T20I v India,Cuttack,12 Jun 2022,T20I # 1569
Combined Test,4.0,0,31,1,7.75,31.00,24.0,,T20I v India,Visakhapatnam,14 Jun 2022,T20I # 1571
Combined Test,1.0,0,5,0,5.00,-,-,,T20I v India,Bengaluru,19 Jun 2022,T20I # 1575
Combined Test,4.0,0,30,0,7.50,-,-,,T20I v England,Bristol,27 Jul 2022,T20I # 1693
Combined Test,3.0,0,35,1,11.66,35.00,18.0,,T20I v England,Cardiff,28 Jul 2022,T20I # 1698
Combined Test,27.0,5,79,7,2.92,11.28,23.1,,Test v England,Lord's,17 Aug 2022,Test # 2474
Combined Test,23.0,2,110,2,4.78,55.00,69.0,,Test v England,Manchester,25 Aug 2022,Test # 2475
Combined Test,24.0,2,138,5,5.75,27.60,28.8,,Test v England,The Oval,8 Sep 2022,Test # 2476
Combined Test,4.0,1,16,1,4.00,16.00,24.0,,T20I v India,Thiruvananthapuram,28 Sep 2022,T20I # 1800
Combined Test,4.0,0,57,0,14.25,-,-,,T20I v India,Guwahati,2 Oct 2022,T20I # 1803
Combined Test,4.0,0,24,1,6.00,24.00,24.0,,T20I v India,Indore,4 Oct 2022,T20I # 1805
Combined Test,8.0,2,36,2,4.50,18.00,24.0,,ODI v India,Lucknow,6 Oct 2022,ODI # 4470
Combined Test,10.0,1,59,1,5.90,59.00,60.0,,ODI v India,Ranchi,9 Oct 2022,ODI # 4471
Combined Test,2.0,0,20,0,10.00,-,-,,T20I v Zimbabwe,Hobart,24 Oct 2022,T20I # 1844
Combined Test,3.0,0,24,1,8.00,24.00,18.0,,T20I v Bangladesh,Sydney,27 Oct 2022,T20I # 1847
Combined Test,4.0,0,26,0,6.50,-,-,,T20I v India,Perth,30 Oct 2022,T20I # 1853
Combined Test,4.0,0,44,1,11.00,44.00,24.0,,T20I v Pakistan,Sydney,3 Nov 2022,T20I # 1861
Combined Test,3.0,0,37,0,12.33,-,-,,T20I v Netherlands,Adelaide,6 Nov 2022,T20I # 1871
Combined Test,21.3,2,89,8,4.13,11.12,16.1,,Test v Australia,Brisbane,17 Dec 2022,Test # 2482
Combined Test,28.0,1,144,2,5.14,72.00,84.0,,Test v Australia,Melbourne,26 Dec 2022,Test # 2485
Combined Test,28.0,3,119,1,4.25,119.00,168.0,,Test v Australia,Sydney,4 Jan 2023,Test # 2488
Combined Test,10.0,0,46,2,4.60,23.00,30.0,,ODI v England,Bloemfontein,27 Jan 2023,ODI # 4512
Combined Test,31.0,7,94,8,3.03,11.75,23.2,,Test v West Indies,Centurion,28 Feb 2023,Test # 2495
Combined Test,19.0,6,38,4,2.00,9.50,28.5,,Test v West Indies,Johannesburg,8 Mar 2023,Test # 2497
Combined Test,4.0,0,39,0,9.75,-,-,,T20I v West Indies,Centurion,26 Mar 2023,T20I # 2032
Combined Test,4.0,0,50,2,12.50,25.00,12.0,,T20I v West Indies,Johannesburg,28 Mar 2023,T20I # 2036
Combined Test,8.0,2,33,0,4.12,-,-,,ODI v Netherlands,Benoni,31 Mar 2023,ODI # 4558
Combined Test,9.0,1,48,2,5.33,24.00,27.0,,ODI v Australia,Bloemfontein,7 Sep 2023,ODI # 4635
Combined Test,9.0,0,79,2,8.77,39.50,27.0,,ODI v Australia,Bloemfontein,9 Sep 2023,ODI # 4638
Combined Test,7.5,0,41,3,5.23,13.66,15.6,,ODI v Australia,Centurion,15 Sep 2023,ODI # 4646
Combined Test,7.5,0,50,2,6.38,25.00,23.5,,ODI v Sri Lanka,Delhi,7 Oct 2023,ODI # 4661
Combined Test,8.0,1,33,3,4.12,11.00,16.0,,ODI v Australia,Lucknow,12 Oct 2023,ODI # 4667
Combined Test,9.0,1,56,2,6.22,28.00,27.0,,ODI v Netherlands,Dharamsala,17 Oct 2023,ODI # 4672
Combined Test,6.0,1,38,1,6.33,38.00,36.0,,ODI v England,Wankhede,21 Oct 2023,ODI # 4677
Combined Test,10.0,1,42,2,4.20,21.00,30.0,,ODI v Bangladesh,Wankhede,24 Oct 2023,ODI # 4680
Combined Test,6.0,2,16,1,2.66,16.00,36.0,,ODI v New Zealand,Pune,1 Nov 2023,ODI # 4689
Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,,Opposition,Ground,Start Date,
TA Boult,25.0,5,80,4,3.20,20.00,37.5,,Test v Australia,Hobart,9 Dec 2011,Test # 2021
TA Boult,18.0,7,39,2,2.16,19.50,54.0,,Test v Zimbabwe,Napier,26 Jan 2012,Test # 2033
TA Boult,34.0,4,151,2,4.44,75.50,102.0,,Test v South Africa,Dunedin,7 Mar 2012,Test # 2035
TA Boult,8.3,0,45,2,5.29,22.50,25.5,,ODI v West Indies,Basseterre,11 Jul 2012,ODI # 3288
TA Boult,10.0,2,47,1,4.70,47.00,60.0,,ODI v West Indies,Basseterre,14 Jul 2012,ODI # 3289
TA Boult,8.0,0,29,0,3.62,-,-,,ODI v West Indies,Basseterre,16 Jul 2012,ODI # 3290
TA Boult,29.0,3,104,4,3.58,26.00,43.5,,Test v West Indies,Kingston,2 Aug 2012,Test # 2052
TA Boult,27.0,4,93,3,3.44,31.00,54.0,,Test v India,Hyderabad,23 Aug 2012,Test # 2054
TA Boult,39.5,6,154,2,3.86,77.00,119.5,,Test v India,Bengaluru,31 Aug 2012,Test # 2055
TA Boult,6.0,0,26,1,4.33,26.00,36.0,,ODI v Sri Lanka,Pallekele,4 Nov 2012,ODI # 3305
TA Boult,5.0,0,29,0,5.80,-,-,,ODI v Sri Lanka,Pallekele,6 Nov 2012,ODI # 3306
TA Boult,7.0,0,32,1,4.57,32.00,42.0,,ODI v Sri Lanka,Hambantota,10 Nov 2012,ODI # 3307
TA Boult,5.0,0,23,1,4.60,23.00,30.0,,ODI v Sri Lanka,Hambantota,12 Nov 2012,ODI # 3308
TA Boult,20.2,4,61,2,3.00,30.50,61.0,,Test v Sri Lanka,Galle,17 Nov 2012,Test # 2059
TA Boult,38.5,13,75,7,1.93,10.71,33.2,,Test v Sri Lanka,Colombo (PSS),25 Nov 2012,Test # 2063
TA Boult,21.0,2,78,3,3.71,26.00,42.0,,Test v South Africa,Cape Town,2 Jan 2013,Test # 2069
TA Boult,32.0,5,108,1,3.37,108.00,192.0,,Test v South Africa,Gqeberha,11 Jan 2013,Test # 2071
TA Boult,4.0,0,40,2,10.00,20.00,12.0,,T20I v England,Auckland,9 Feb 2013,T20I # 301
TA Boult,4.0,0,40,0,10.00,-,-,,T20I v England,Hamilton,12 Feb 2013,T20I # 302
TA Boult,2.0,0,20,0,10.00,-,-,,T20I v England,Wellington,15 Feb 2013,T20I # 304
TA Boult,9.0,1,55,0,6.11,-,-,,ODI v England,Napier,20 Feb 2013,ODI # 3336
TA Boult,50.0,16,81,2,1.62,40.50,150.0,,Test v England,Dunedin,6 Mar 2013,Test # 2077
TA Boult,30.0,4,117,2,3.90,58.50,90.0,,Test v England,Wellington,14 Mar 2013,Test # 2080
TA Boult,54.0,22,123,7,2.27,17.57,46.2,,Test v England,Auckland,22 Mar 2013,Test # 2084
TA Boult,42.0,13,104,3,2.47,34.66,84.0,,Test v England,Lord's,16 May 2013,Test # 2088
TA Boult,24.0,5,59,5,2.45,11.80,28.8,,Test v England,Leeds,24 May 2013,Test # 2089
TA Boult,28.0,10,59,2,2.10,29.50,84.0,,Test v Bangladesh,Chattogram,9 Oct 2013,Test # 2097
TA Boult,32.0,4,117,1,3.65,117.00,192.0,,Test v Bangladesh,Mirpur,21 Oct 2013,Test # 2099
TA Boult,53.0,16,121,5,2.28,24.20,63.6,,Test v West Indies,Dunedin,3 Dec 2013,Test # 2104
TA Boult,27.5,7,80,10,2.87,8.00,16.7,,Test v West Indies,Wellington,11 Dec 2013,Test # 2106
TA Boult,36.0,6,107,5,2.97,21.40,43.2,,Test v West Indies,Hamilton,19 Dec 2013,Test # 2109
TA Boult,40.3,4,124,6,3.06,20.66,40.5,,Test v India,Auckland,6 Feb 2014,Test # 2118
TA Boult,42.0,12,146,4,3.47,36.50,63.0,,Test v India,Wellington,14 Feb 2014,Test # 2120
TA Boult,4.0,0,25,1,6.25,25.00,24.0,,T20I v Netherlands,Chattogram,29 Mar 2014,T20I # 390
TA Boult,4.0,0,20,3,5.00,6.66,8.0,,T20I v Sri Lanka,Chattogram,31 Mar 2014,T20I # 395
TA Boult,29.0,6,96,1,3.31,96.00,174.0,,Test v West Indies,Kingston,8 Jun 2014,Test # 2123
TA Boult,33.0,6,102,3,3.09,34.00,66.0,,Test v West Indies,Port of Spain,16 Jun 2014,Test # 2125
TA Boult,39.2,6,119,5,3.02,23.80,47.2,,Test v West Indies,Bridgetown,26 Jun 2014,Test # 2127
TA Boult,4.0,0,28,2,7.00,14.00,12.0,,T20I v West Indies,Roseau,5 Jul 2014,T20I # 402
TA Boult,4.0,1,22,2,5.50,11.00,12.0,,T20I v West Indies,Roseau,6 Jul 2014,T20I # 403
TA Boult,10.0,2,40,2,4.00,20.00,30.0,,ODI v South Africa,Mount Maunganui,21 Oct 2014,ODI # 3536
TA Boult,10.0,0,70,2,7.00,35.00,30.0,,ODI v South Africa,Mount Maunganui,24 Oct 2014,ODI # 3537
TA Boult,33.0,9,87,0,2.63,-,-,,Test v Pakistan,Abu Dhabi,9 Nov 2014,Test # 2144
TA Boult,40.0,14,81,4,2.02,20.25,60.0,,Test v Pakistan,Dubai (DSC),17 Nov 2014,Test # 2146
TA Boult,36.0,12,92,4,2.55,23.00,54.0,,Test v Pakistan,Sharjah,26 Nov 2014,Test # 2147
TA Boult,50.0,12,125,7,2.50,17.85,42.8,,Test v Sri Lanka,Christchurch,26 Dec 2014,Test # 2151
TA Boult,45.0,5,130,4,2.88,32.50,67.5,,Test v Sri Lanka,Wellington,3 Jan 2015,Test # 2155
TA Boult,10.0,1,46,0,4.60,-,-,,ODI v Sri Lanka,Christchurch,11 Jan 2015,ODI # 3574
TA Boult,10.0,1,52,0,5.20,-,-,,ODI v Sri Lanka,Hamilton,15 Jan 2015,ODI # 3577
TA Boult,10.0,0,44,4,4.40,11.00,15.0,,ODI v Sri Lanka,Dunedin,23 Jan 2015,ODI # 3588
TA Boult,8.0,2,31,1,3.87,31.00,48.0,,ODI v Sri Lanka,Dunedin,25 Jan 2015,ODI # 3590
TA Boult,9.0,0,25,2,2.77,12.50,27.0,,ODI v Pakistan,Wellington,31 Jan 2015,ODI # 3596
TA Boult,8.1,0,35,1,4.28,35.00,49.0,,ODI v Pakistan,Napier,3 Feb 2015,ODI # 3598
TA Boult,10.0,0,64,2,6.40,32.00,30.0,,ODI v Sri Lanka,Christchurch,14 Feb 2015,ODI # 3599
TA Boult,6.0,1,21,2,3.50,10.50,18.0,,ODI v Scotland,Dunedin,17 Feb 2015,ODI # 3604
TA Boult,10.0,2,32,1,3.20,32.00,60.0,,ODI v England,Wellington,20 Feb 2015,ODI # 3607
TA Boult,10.0,3,27,5,2.70,5.40,12.0,,ODI v Australia,Auckland,28 Feb 2015,ODI # 3617
TA Boult,10.0,2,34,3,3.40,11.33,20.0,,ODI v Afghanistan,Napier,8 Mar 2015,ODI # 3628
TA Boult,10.0,3,56,2,5.60,28.00,30.0,,ODI v Bangladesh,Hamilton,13 Mar 2015,ODI # 3634
