Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Ground,Start Date,temp,humidity,windspeed,conditions,format,opposition
Mohammad Nabi,7,0,21,0,3,-,-,Sharjah,6 Mar 2013,80.9,37.3,12.5,Clear,ODI,Scotland
Mohammad Nabi,10,1,53,2,5.3,26.5,30,Sharjah,8 Mar 2013,71.3,61,14.5,Clear,ODI,Scotland
Mohammad Nabi,4,2,12,0,3,-,-,Sharjah,30 Sep 2013,89.6,49.6,15.1,Clear,T20I,Kenya
Mohammad Nabi,4,0,9,0,2.25,-,-,Sharjah,2 Oct 2013,90.4,52.3,15,Clear,ODI,Kenya
Mohammad Nabi,8.3,4,10,2,1.17,5,25.5,Sharjah,4 Oct 2013,89,69.1,14.4,Clear,ODI,Kenya
Mohammad Nabi,4,0,14,0,3.5,-,-,Sharjah,11 Oct 2013,87.6,61.5,12.8,Clear,T20I,Kenya
Mohammad Nabi,2,0,18,2,9,9,6,Sharjah,15 Nov 2013,78.3,57.1,11.7,"Rain, Partially cloudy",T20I,Netherlands
Mohammad Nabi,3,0,36,0,12,-,-,Sharjah,16 Nov 2013,77.7,57.4,9.9,"Rain, Partially cloudy",T20I,Scotland
Mohammad Nabi,4,0,22,0,5.5,-,-,Sharjah,24 Nov 2013,72.7,61.1,10.3,Partially cloudy,T20I,Kenya
Mohammad Nabi,3,0,32,0,10.66,-,-,Abu Dhabi,30 Nov 2013,74.8,56.9,8.3,Clear,T20I,Ireland
Mohammad Nabi,4,0,21,1,5.25,21,24,Sharjah,8 Dec 2013,77,54,19.6,Clear,T20I,Pakistan
Mohammad Nabi,8,0,46,0,5.75,-,-,Fatullah,27 Feb 2014,67.6,78.7,7.4,"Rain, Partially cloudy",ODI,Pakistan
Mohammad Nabi,9.4,0,44,3,4.55,14.66,19.3,Fatullah,1 Mar 2014,69.1,72.6,10.1,"Rain, Partially cloudy",ODI,Bangladesh
Mohammad Nabi,6.4,1,23,0,3.45,-,-,Mirpur,3 Mar 2014,72,65.2,9.8,Partially cloudy,ODI,Sri Lanka
Mohammad Nabi,10,0,30,1,3,30,60,Mirpur,5 Mar 2014,72.6,58.7,11.6,Rain,ODI,India
Mohammad Nabi,3,0,11,0,3.66,-,-,Mirpur,16 Mar 2014,76.9,44.2,9.4,Clear,T20I,Bangladesh
Mohammad Nabi,4,0,27,2,6.75,13.5,12,Chattogram,18 Mar 2014,78.7,67.7,7.4,Clear,T20I,Hong Kong
Mohammad Nabi,4,0,25,1,6.25,25,24,Chattogram,20 Mar 2014,79.4,70.6,10.3,Rain,T20I,Nepal
Mohammad Nabi,10,0,35,2,3.5,17.5,30,Kuala Lumpur,1 May 2014,83.4,81.1,7.7,"Rain, Partially cloudy",ODI,Hong Kong
Mohammad Nabi,6,0,19,1,3.16,19,36,Kuala Lumpur,2 May 2014,82,85,8.7,"Rain, Partially cloudy",ODI,U.A.E.
Mohammad Nabi,10,0,40,1,4,40,60,Bulawayo,18 Jul 2014,58.9,37.8,11,Clear,ODI,Zimbabwe
Mohammad Nabi,10,0,42,0,4.2,-,-,Bulawayo,20 Jul 2014,58.1,43,19.6,Clear,ODI,Zimbabwe
Mohammad Nabi,10,0,56,1,5.6,56,60,Bulawayo,22 Jul 2014,56.3,55.7,15,Clear,ODI,Zimbabwe
Mohammad Nabi,5,1,15,1,3,15,30,Bulawayo,24 Jul 2014,59.2,39.2,9.2,Clear,ODI,Zimbabwe
Mohammad Nabi,10,0,41,2,4.1,20.5,30,ICCA Dubai,28 Nov 2014,N/A,N/A,N/A,N/A,ODI,U.A.E.
Mohammad Nabi,8,0,35,1,4.37,35,48,ICCA Dubai,30 Nov 2014,N/A,N/A,N/A,N/A,ODI,U.A.E.
Mohammad Nabi,10,0,46,0,4.6,-,-,ICCA Dubai,2 Dec 2014,N/A,N/A,N/A,N/A,ODI,U.A.E.
Mohammad Nabi,10,0,62,2,6.2,31,30,ICCA Dubai,4 Dec 2014,N/A,N/A,N/A,N/A,ODI,U.A.E.
Mohammad Nabi,9,0,46,1,5.11,46,54,ICCA Dubai,8 Jan 2015,N/A,N/A,N/A,N/A,ODI,Scotland
Mohammad Nabi,10,0,39,2,3.9,19.5,30,Dubai (DSC),10 Jan 2015,N/A,N/A,N/A,N/A,ODI,Ireland
Mohammad Nabi,10,0,51,0,5.1,-,-,Abu Dhabi,14 Jan 2015,69.2,58,14,Partially cloudy,ODI,Scotland
Mohammad Nabi,8,0,20,1,2.5,20,48,Dubai (DSC),17 Jan 2015,N/A,N/A,N/A,N/A,ODI,Ireland
Mohammad Nabi,9,0,58,1,6.44,58,54,Canberra,18 Feb 2015,70.6,63.8,17.5,"Rain, Partially cloudy",ODI,Bangladesh
Mohammad Nabi,5.2,0,28,0,5.25,-,-,Dunedin,22 Feb 2015,56.7,90.8,13.9,"Rain, Partially cloudy",ODI,Sri Lanka
Mohammad Nabi,10,0,38,1,3.8,38,60,Dunedin,26 Feb 2015,50.3,75.2,17.4,Clear,ODI,Scotland
Mohammad Nabi,10,0,84,0,8.4,-,-,Perth,4 Mar 2015,77,47.2,15.7,Clear,ODI,Australia
Mohammad Nabi,7.1,0,39,1,5.44,39,43,Napier,8 Mar 2015,66.9,59.3,25.5,Rain,ODI,New Zealand
Mohammad Nabi,4.1,0,14,0,3.36,-,-,Sydney,13 Mar 2015,68.5,74.9,23.1,"Rain, Partially cloudy",ODI,England
Mohammad Nabi,4,0,26,2,6.5,13,12,Edinburgh,9 Jul 2015,51.7,72.8,12.4,"Rain, Partially cloudy",T20I,Netherlands
Mohammad Nabi,4,0,36,0,9,-,-,Edinburgh,10 Jul 2015,58.5,82.2,12,"Rain, Partially cloudy",T20I,U.A.E.
Mohammad Nabi,4,0,25,3,6.25,8.33,8,Edinburgh,12 Jul 2015,58.6,77,15.1,"Rain, Partially cloudy",T20I,Scotland
Mohammad Nabi,4,0,42,1,10.5,42,24,Dublin (Malahide),21 Jul 2015,58.2,80.3,19.9,"Rain, Partially cloudy",T20I,Hong Kong
Mohammad Nabi,4,0,12,1,3,12,24,Dublin (Malahide),23 Jul 2015,56.1,69.9,17,Partially cloudy,T20I,P.N.G.
Mohammad Nabi,4,0,21,0,5.25,-,-,Dublin,25 Jul 2015,53.8,74.6,12.3,"Rain, Partially cloudy",T20I,Oman
Mohammad Nabi,2,0,10,0,5,-,-,Bulawayo,16 Oct 2015,78.1,44.8,21.3,"Rain, Partially cloudy",ODI,Zimbabwe
Mohammad Nabi,7,0,39,1,5.57,39,42,Bulawayo,18 Oct 2015,71.9,58.2,18.1,Partially cloudy,ODI,Zimbabwe
Mohammad Nabi,9,0,30,0,3.33,-,-,Bulawayo,20 Oct 2015,72.4,38.5,17.4,Partially cloudy,ODI,Zimbabwe
Mohammad Nabi,9,0,34,1,3.77,34,54,Bulawayo,22 Oct 2015,73.6,36.2,23,Clear,ODI,Zimbabwe
Mohammad Nabi,8,0,33,0,4.12,-,-,Bulawayo,24 Oct 2015,74,39.6,17,Clear,ODI,Zimbabwe
Mohammad Nabi,4,0,40,1,10,40,24,Bulawayo,26 Oct 2015,78.6,34.8,18.8,Clear,T20I,Zimbabwe
Mohammad Nabi,4,0,29,0,7.25,-,-,Bulawayo,28 Oct 2015,70.3,51.8,21.9,Partially cloudy,T20I,Zimbabwe
Mohammad Nabi,5,0,15,3,3,5,10,Sharjah,25 Dec 2015,74.9,51,12.2,Partially cloudy,ODI,Zimbabwe
Mohammad Nabi,10,0,49,2,4.9,24.5,30,Sharjah,29 Dec 2015,68.3,57.4,9.9,Clear,ODI,Zimbabwe
Mohammad Nabi,9,0,47,1,5.22,47,54,Sharjah,2 Jan 2016,75.6,66.3,13.9,Rain,ODI,Zimbabwe
Mohammad Nabi,5,0,26,0,5.2,-,-,Sharjah,4 Jan 2016,67.4,59.4,13.8,Partially cloudy,ODI,Zimbabwe
Mohammad Nabi,10,1,23,2,2.3,11.5,30,Sharjah,6 Jan 2016,68.7,60.2,18.4,Partially cloudy,ODI,Zimbabwe
Mohammad Nabi,3,0,31,1,10.33,31,18,Sharjah,8 Jan 2016,67.8,67.3,8.7,Clear,T20I,Zimbabwe
Mohammad Nabi,2,1,10,1,5,10,12,Sharjah,10 Jan 2016,70.4,59.3,13.3,Clear,T20I,Zimbabwe
Mohammad Nabi,4,0,36,0,9,-,-,Fatullah,19 Feb 2016,80.1,38.3,20.1,Partially cloudy,T20I,U.A.E.
Mohammad Nabi,4,0,30,0,7.5,-,-,Fatullah,20 Feb 2016,79.2,43.3,21.3,"Rain, Partially cloudy",T20I,Oman
Mohammad Nabi,4,0,17,4,4.25,4.25,6,Mirpur,22 Feb 2016,79.4,48.6,12.1,Partially cloudy,T20I,Hong Kong
Mohammad Nabi,4,0,27,1,6.75,27,24,Nagpur,8 Mar 2016,84.7,40,12.8,Partially cloudy,T20I,Scotland
Mohammad Nabi,4,0,20,4,5,5,6,Nagpur,10 Mar 2016,85.7,35,6.9,Partially cloudy,T20I,Hong Kong
Mohammad Nabi,3,0,14,1,4.66,14,18,Nagpur,12 Mar 2016,88.7,37.5,11.4,"Rain, Partially cloudy",T20I,Zimbabwe
Mohammad Nabi,4,1,25,1,6.25,25,24,Eden Gardens,17 Mar 2016,86.7,72.8,13.9,Partially cloudy,T20I,Sri Lanka
Mohammad Nabi,4,0,35,1,8.75,35,24,Wankhede,20 Mar 2016,N/A,N/A,N/A,N/A,T20I,South Africa
Mohammad Nabi,4,0,17,2,4.25,8.5,12,Delhi,23 Mar 2016,75.4,45,14.7,Clear,T20I,England
Mohammad Nabi,4,0,26,2,6.5,13,12,Nagpur,27 Mar 2016,85.4,42,17.2,"Rain, Partially cloudy",T20I,West Indies
Mohammad Nabi,-,-,-,-,-,-,-,Edinburgh,4 Jul 2016,53.6,85.8,8.9,"Rain, Partially cloudy",ODI,Scotland
Mohammad Nabi,5,0,26,3,5.2,8.66,10,Edinburgh,6 Jul 2016,54.9,81.8,12.6,"Rain, Partially cloudy",ODI,Scotland
Mohammad Nabi,9,0,45,3,5,15,18,Belfast,12 Jul 2016,55.9,76.7,9.4,"Rain, Partially cloudy",ODI,Ireland
Mohammad Nabi,8,1,42,1,5.25,42,48,Belfast,14 Jul 2016,57.8,76.7,9.4,"Rain, Partially cloudy",ODI,Ireland
Mohammad Nabi,6,0,17,0,2.83,-,-,Belfast,17 Jul 2016,61.9,70.5,11.8,Partially cloudy,ODI,Ireland
Mohammad Nabi,9,0,38,1,4.22,38,54,Belfast,19 Jul 2016,68.7,78.4,10,Partially cloudy,ODI,Ireland
Mohammad Nabi,10,0,40,2,4,20,30,Mirpur,25 Sep 2016,81.8,89.9,8.7,"Rain, Partially cloudy",ODI,Bangladesh
Mohammad Nabi,10,3,16,2,1.6,8,30,Mirpur,28 Sep 2016,82.8,86.4,4.9,"Rain, Partially cloudy",ODI,Bangladesh
Mohammad Nabi,10,1,41,2,4.1,20.5,30,Mirpur,1 Oct 2016,84.3,84.1,5.8,"Rain, Partially cloudy",ODI,Bangladesh
Mohammad Nabi,2,0,18,0,9,-,-,ICCA Dubai,14 Dec 2016,N/A,N/A,N/A,N/A,T20I,U.A.E.
Mohammad Nabi,4,0,44,0,11,-,-,Dubai (DSC),16 Dec 2016,N/A,N/A,N/A,N/A,T20I,U.A.E.
Mohammad Nabi,4,0,30,3,7.5,10,8,ICCA Dubai,18 Dec 2016,N/A,N/A,N/A,N/A,T20I,U.A.E.
Mohammad Nabi,4,0,27,2,6.75,13.5,12,Abu Dhabi,14 Jan 2017,68.2,56.3,22.9,Partially cloudy,T20I,Ireland
Mohammad Nabi,4,0,22,0,5.5,-,-,Abu Dhabi,16 Jan 2017,66.4,74.2,7.1,Clear,T20I,U.A.E.
Mohammad Nabi,4,0,28,0,7,-,-,Dubai (DSC),20 Jan 2017,N/A,N/A,N/A,N/A,T20I,Oman
Mohammad Nabi,2.2,0,10,4,4.28,2.5,3.5,Dubai (DSC),20 Jan 2017,N/A,N/A,N/A,N/A,T20I,Ireland
Mohammad Nabi,7,0,26,1,3.71,26,42,Harare,16 Feb 2017,69.9,84.7,16.1,"Rain, Partially cloudy",ODI,Zimbabwe
Mohammad Nabi,9,0,38,3,4.22,12.66,18,Harare,19 Feb 2017,67.6,88.4,11.4,Partially cloudy,ODI,Zimbabwe
Mohammad Nabi,7,0,26,1,3.71,26,42,Harare,21 Feb 2017,68.4,86.3,11.4,Partially cloudy,ODI,Zimbabwe
Mohammad Nabi,5.2,1,11,2,2.06,5.5,16,Harare,24 Feb 2017,68.5,88.4,13.9,"Rain, Partially cloudy",ODI,Zimbabwe
Mohammad Nabi,3.5,0,14,3,3.65,4.66,7.6,Harare,26 Feb 2017,70.7,86,18.3,"Rain, Partially cloudy",ODI,Zimbabwe
Mohammad Nabi,4,0,48,0,12,-,-,Greater Noida,8 Mar 2017,71.8,50.1,15,Partially cloudy,T20I,Ireland
Mohammad Nabi,2,0,14,0,7,-,-,Greater Noida,10 Mar 2017,64.9,70.2,11.6,Partially cloudy,T20I,Ireland
Mohammad Nabi,3.2,0,43,1,12.9,43,20,Greater Noida,12 Mar 2017,64,57.9,17.2,"Rain, Partially cloudy",T20I,Ireland
Mohammad Nabi,9,0,38,0,4.22,-,-,Greater Noida,15 Mar 2017,68.5,52.2,22,Clear,ODI,Ireland
Mohammad Nabi,9,1,70,0,7.77,-,-,Greater Noida,17 Mar 2017,70.2,61.1,13.4,Clear,ODI,Ireland
Mohammad Nabi,9,0,64,1,7.11,64,54,Greater Noida,19 Mar 2017,73.4,53.2,10.3,Partially cloudy,ODI,Ireland
Mohammad Nabi,9,0,30,4,3.33,7.5,13.5,Greater Noida,22 Mar 2017,80.8,47.2,13.4,Clear,ODI,Ireland
Mohammad Nabi,10,0,45,0,4.5,-,-,Greater Noida,24 Mar 2017,82.6,47.2,55.3,Partially cloudy,ODI,Ireland
Mohammad Nabi,3,0,23,0,7.66,-,-,Basseterre,2 Jun 2017,81.2,77.8,18.2,"Rain, Partially cloudy",T20I,West Indies
Mohammad Nabi,2,0,21,1,10.5,21,12,Basseterre,3 Jun 2017,81.5,83.6,16.1,"Rain, Partially cloudy",T20I,West Indies
Mohammad Nabi,4,0,33,1,8.25,33,24,Basseterre,5 Jun 2017,83,75.2,18.4,Partially cloudy,T20I,West Indies
Mohammad Nabi,10,0,34,0,3.4,-,-,Gros Islet,9 Jun 2017,53.4,87,11.3,"Rain, Partially cloudy",ODI,West Indies
Mohammad Nabi,10,0,33,1,3.3,33,60,Gros Islet,11 Jun 2017,66.4,72.4,21.8,Clear,ODI,West Indies
Mohammad Nabi,-,-,-,-,-,-,-,Gros Islet,14 Jun 2017,61.7,51.1,11.4,Clear,ODI,West Indies
Mohammad Nabi,5,0,14,1,2.8,14,30,Sharjah,5 Dec 2017,70.3,34.2,12.8,Clear,ODI,Ireland
Mohammad Nabi,10,0,61,2,6.1,30.5,30,Sharjah,7 Dec 2017,67.8,37.3,9.8,Clear,ODI,Ireland
Mohammad Nabi,9,0,28,2,3.11,14,27,Sharjah,10 Dec 2017,70.9,50.6,11.5,Clear,ODI,Ireland
Mohammad Nabi,1,0,2,1,2,2,6,Sharjah,5 Feb 2018,66.1,67.3,10.8,Clear,T20I,Zimbabwe
Mohammad Nabi,3,0,24,1,8,24,18,Sharjah,6 Feb 2018,64.9,69.9,10.8,Clear,T20I,Zimbabwe
Mohammad Nabi,7,2,25,1,3.57,25,42,Sharjah,9 Feb 2018,67.5,64.5,13.3,Partially cloudy,ODI,Zimbabwe
Mohammad Nabi,10,0,33,0,3.3,-,-,Sharjah,11 Feb 2018,67.3,59.1,9.2,Clear,ODI,Zimbabwe
Mohammad Nabi,4,0,28,0,7,-,-,Sharjah,13 Feb 2018,73.3,48.2,12.1,Partially cloudy,ODI,Zimbabwe
Mohammad Nabi,7,1,18,2,2.57,9,21,Sharjah,16 Feb 2018,75.4,53.8,12.7,Clear,ODI,Zimbabwe
Mohammad Nabi,7,1,26,2,3.71,13,21,Sharjah,19 Feb 2018,75.6,48.4,15,Clear,ODI,Zimbabwe
Mohammad Nabi,8.2,0,35,0,4.2,-,-,Bulawayo,4 Mar 2018,69.6,79.3,12.3,"Rain, Partially cloudy",ODI,Scotland
Mohammad Nabi,6,0,31,1,5.16,31,36,Bulawayo,6 Mar 2018,71,76,10.3,"Rain, Partially cloudy",ODI,Zimbabwe
Mohammad Nabi,9,1,48,3,5.33,16,18,Bulawayo,8 Mar 2018,70.5,70.8,17.4,Partially cloudy,ODI,Hong Kong
Mohammad Nabi,10,1,43,2,4.3,21.5,30,Harare,15 Mar 2018,67,75.9,9.2,Partially cloudy,ODI,West Indies
Mohammad Nabi,8,0,33,1,4.12,33,48,Harare,20 Mar 2018,67.9,76.3,10.7,Partially cloudy,ODI,U.A.E.
Mohammad Nabi,9,0,48,1,5.33,48,54,Harare,23 Mar 2018,69.2,77.3,10.3,"Rain, Partially cloudy",ODI,Ireland
Mohammad Nabi,9,1,37,0,4.11,-,-,Harare,25 Mar 2018,71.4,75.2,12.1,Partially cloudy,ODI,West Indies
Mohammad Nabi,4,0,21,2,5.25,10.5,12,Dehradun,3 Jun 2018,87.5,51.2,9.6,Clear,T20I,Bangladesh
Mohammad Nabi,4,0,19,2,4.75,9.5,12,Dehradun,5 Jun 2018,91.1,49.9,9.8,"Rain, Partially cloudy",T20I,Bangladesh
Mohammad Nabi,4,0,20,0,5,-,-,Dehradun,7 Jun 2018,88.2,58.8,7.2,Partially cloudy,T20I,Bangladesh
Mohammad Nabi,13,0,65,1,5,65,78,Bengaluru,14 Jun 2018,74.1,84.5,16.3,"Rain, Partially cloudy",Test,India
Mohammad Nabi,3,0,33,1,11,33,18,Bready,20 Aug 2018,58.3,90.1,7.4,"Rain, Overcast",T20I,Ireland
Mohammad Nabi,3,0,19,1,6.33,19,18,Bready,22 Aug 2018,57.8,81.8,13.5,"Rain, Partially cloudy",T20I,Ireland
Mohammad Nabi,10,0,42,2,4.2,21,30,Belfast,27 Aug 2018,58.5,80.7,16.1,"Rain, Overcast",ODI,Ireland
Mohammad Nabi,8.5,2,38,2,4.3,19,26.5,Belfast,29 Aug 2018,56.4,75.4,12.6,"Rain, Partially cloudy",ODI,Ireland
Mohammad Nabi,8.1,0,26,2,3.18,13,24.5,Belfast,31 Aug 2018,57.4,81.4,20.7,Partially cloudy,ODI,Ireland
Mohammad Nabi,10,1,30,2,3,15,30,Abu Dhabi,17 Sep 2018,96,37.2,13.4,Partially cloudy,ODI,Sri Lanka
Mohammad Nabi,10,1,24,1,2.4,24,60,Abu Dhabi,20 Sep 2018,95.5,37.9,11.7,Partially cloudy,ODI,Bangladesh
Mohammad Nabi,10,0,50,0,5,-,-,Abu Dhabi,21 Sep 2018,93.9,54.2,13.1,Clear,ODI,Pakistan
Mohammad Nabi,10,0,44,0,4.4,-,-,Abu Dhabi,23 Sep 2018,93.3,61.4,11.7,Clear,ODI,Bangladesh
Mohammad Nabi,10,0,40,2,4,20,30,Dubai (DSC),25 Sep 2018,N/A,N/A,N/A,N/A,ODI,India
Mohammad Nabi,4,0,16,2,4,8,12,Dehradun,21 Feb 2019,64.1,70.4,14.3,"Rain, Overcast",T20I,Ireland
Mohammad Nabi,3,0,36,0,12,-,-,Dehradun,23 Feb 2019,60.3,69.4,11.4,Partially cloudy,T20I,Ireland
Mohammad Nabi,4,0,28,0,7,-,-,Dehradun,24 Feb 2019,61,58.8,9.6,Partially cloudy,T20I,Ireland
Mohammad Nabi,10,0,52,1,5.2,52,60,Dehradun,28 Feb 2019,52.2,67.1,8.7,Clear,ODI,Ireland
Mohammad Nabi,-,-,-,-,-,-,-,Dehradun,2 Mar 2019,58.1,63.8,7.8,"Rain, Overcast",ODI,Ireland
Mohammad Nabi,10,0,45,1,4.5,45,60,Dehradun,5 Mar 2019,59.5,68.6,9.2,Rain,ODI,Ireland
Mohammad Nabi,7.3,1,18,1,2.4,18,45,Dehradun,8 Mar 2019,60.5,54.8,12.5,Partially cloudy,ODI,Ireland
Mohammad Nabi,9.2,0,47,1,5.03,47,56,Dehradun,10 Mar 2019,63.5,51.6,7.6,Clear,ODI,Ireland
Mohammad Nabi,34,6,94,3,2.76,31.33,68,Dehradun,15 Mar 2019,62.7,61.7,8.5,Clear,Test,Ireland
Mohammad Nabi,4,0,21,0,5.25,-,-,Belfast,19 May 2019,51.8,83.9,11.4,"Rain, Partially cloudy",ODI,Ireland
Mohammad Nabi,6,0,32,0,5.33,-,-,Bristol,1 Jun 2019,63.1,69,12.1,Partially cloudy,ODI,Australia
Mohammad Nabi,9,0,30,4,3.33,7.5,13.5,Cardiff,4 Jun 2019,55.4,87,11.4,"Rain, Partially cloudy",ODI,Sri Lanka
Mohammad Nabi,3,0,18,0,6,-,-,Taunton,8 Jun 2019,53,79.3,18.8,"Rain, Partially cloudy",ODI,New Zealand
Mohammad Nabi,6.4,0,29,0,4.35,-,-,Cardiff,15 Jun 2019,55.2,80.5,13.6,"Rain, Partially cloudy",ODI,South Africa
Mohammad Nabi,9,0,70,0,7.77,-,-,Manchester,18 Jun 2019,58.2,80.9,8.1,"Rain, Partially cloudy",ODI,England
Mohammad Nabi,9,0,33,2,3.66,16.5,27,Southampton,22 Jun 2019,58.3,69.7,11,Partially cloudy,ODI,India
Mohammad Nabi,10,0,44,1,4.4,44,60,Southampton,24 Jun 2019,65.3,83.4,8.1,Partially cloudy,ODI,Bangladesh
Mohammad Nabi,10,0,23,2,2.3,11.5,30,Leeds,29 Jun 2019,65.2,81.9,12.7,Partially cloudy,ODI,Pakistan
Mohammad Nabi,10,0,56,1,5.6,56,60,Leeds,4 Jul 2019,58.7,76.1,13.6,Partially cloudy,ODI,West Indies
Mohammad Nabi,44,11,95,4,2.15,23.75,66,Chattogram,5 Sep 2019,85.1,83,7.8,"Rain, Partially cloudy",Test,Bangladesh
Mohammad Nabi,2,0,9,0,4.5,-,-,Mirpur,14 Sep 2019,83,88.9,10.1,"Rain, Partially cloudy",T20I,Zimbabwe
Mohammad Nabi,2,0,11,0,5.5,-,-,Mirpur,15 Sep 2019,84.5,87.1,8.5,"Rain, Partially cloudy",T20I,Bangladesh
Mohammad Nabi,4,0,40,0,10,-,-,Chattogram,20 Sep 2019,86.2,79.9,4.1,"Rain, Partially cloudy",T20I,Zimbabwe
Mohammad Nabi,3,0,24,0,8,-,-,Chattogram,21 Sep 2019,84.1,85.6,4,"Rain, Partially cloudy",T20I,Bangladesh
Mohammad Nabi,10,0,44,0,4.4,-,-,Lucknow,6 Nov 2019,69,81.5,4.1,Partially cloudy,ODI,West Indies
Mohammad Nabi,10,2,37,1,3.7,37,60,Lucknow,9 Nov 2019,73.2,76.2,5.8,Clear,ODI,West Indies
Mohammad Nabi,10,1,47,1,4.7,47,60,Lucknow,11 Nov 2019,71.1,63.3,10.3,Clear,ODI,West Indies
Mohammad Nabi,3,0,19,0,6.33,-,-,Lucknow,14 Nov 2019,70.5,73.4,4.7,Partially cloudy,T20I,West Indies
Mohammad Nabi,3,0,18,0,6,-,-,Lucknow,16 Nov 2019,70.3,75.1,6,Partially cloudy,T20I,West Indies
Mohammad Nabi,1,0,13,0,13,-,-,Lucknow,17 Nov 2019,70.5,72.5,11.4,Clear,T20I,West Indies
Mohammad Nabi,1,0,14,0,14,-,-,Greater Noida,6 Mar 2020,60.8,86.7,11.9,"Rain, Partially cloudy",T20I,Ireland
Mohammad Nabi,3,0,18,0,6,-,-,Greater Noida,8 Mar 2020,64.6,74.8,13.9,"Rain, Partially cloudy",T20I,Ireland
Mohammad Nabi,-,-,-,-,-,-,-,Greater Noida,10 Mar 2020,66.7,65.3,6.9,"Rain, Partially cloudy",T20I,Ireland
Mohammad Nabi,10,0,45,1,4.5,45,60,Abu Dhabi,21 Jan 2021,66.9,78.7,19.9,Partially cloudy,ODI,Ireland
Mohammad Nabi,10,0,43,0,4.3,-,-,Abu Dhabi,24 Jan 2021,67.9,57.1,12.1,Clear,ODI,Ireland
Mohammad Nabi,10,0,53,1,5.3,53,60,Abu Dhabi,26 Jan 2021,68.8,76.1,11.6,Clear,ODI,Ireland
Mohammad Nabi,2,0,24,0,12,-,-,Abu Dhabi,17 Mar 2021,81.7,45.8,10.3,Clear,T20I,Zimbabwe
Mohammad Nabi,3,0,20,2,6.66,10,9,Abu Dhabi,19 Mar 2021,85.8,29,9.3,Clear,T20I,Zimbabwe
Mohammad Nabi,4,0,29,1,7.25,29,24,Abu Dhabi,20 Mar 2021,79.1,66.6,12.8,Clear,T20I,Zimbabwe
Mohammad Nabi,1,0,11,0,11,-,-,Sharjah,25 Oct 2021,84.8,65.1,11.3,Clear,T20I,Scotland
Mohammad Nabi,4,0,36,1,9,36,24,Dubai (DSC),29 Oct 2021,N/A,N/A,N/A,N/A,T20I,Pakistan
Mohammad Nabi,2,0,17,0,8.5,-,-,Abu Dhabi,31 Oct 2021,85.4,61.2,13.2,Clear,T20I,Namibia
Mohammad Nabi,1,0,7,0,7,-,-,Abu Dhabi,3 Nov 2021,84.3,72.5,11.7,Partially cloudy,T20I,India
Mohammad Nabi,4,0,26,0,6.5,-,-,Abu Dhabi,7 Nov 2021,82.6,46.8,9.4,Clear,T20I,New Zealand
Mohammad Nabi,10,1,32,0,3.2,-,-,Chattogram,23 Feb 2022,72.4,65.7,6.9,Clear,ODI,Bangladesh
Mohammad Nabi,4,0,26,0,6.5,-,-,Chattogram,25 Feb 2022,75.1,63.9,7.6,Partially cloudy,ODI,Bangladesh
Mohammad Nabi,10,0,29,2,2.9,14.5,30,Chattogram,28 Feb 2022,75.1,60.3,6.3,Clear,ODI,Bangladesh
Mohammad Nabi,2,0,19,0,9.5,-,-,Mirpur,3 Mar 2022,76.2,33.6,11,Clear,T20I,Bangladesh
Mohammad Nabi,4,0,14,1,3.5,14,24,Mirpur,5 Mar 2022,78.5,31.7,10.3,Partially cloudy,T20I,Bangladesh
Mohammad Nabi,10,0,34,4,3.4,8.5,15,Harare,4 Jun 2022,56.1,69.4,11.4,Partially cloudy,ODI,Zimbabwe
Mohammad Nabi,9,0,31,2,3.44,15.5,27,Harare,6 Jun 2022,54.4,64.2,16.1,Partially cloudy,ODI,Zimbabwe
Mohammad Nabi,8,3,21,2,2.62,10.5,24,Harare,9 Jun 2022,56.6,74.8,9.2,"Rain, Partially cloudy",ODI,Zimbabwe
Mohammad Nabi,3,0,30,1,10,30,18,Harare,11 Jun 2022,54.8,70.4,13.9,Partially cloudy,T20I,Zimbabwe
Mohammad Nabi,2,0,18,1,9,18,12,Harare,12 Jun 2022,56.7,65.7,9.2,Partially cloudy,T20I,Zimbabwe
Mohammad Nabi,-,-,-,-,-,-,-,Harare,14 Jun 2022,56.6,63.7,13.9,Clear,T20I,Zimbabwe
Mohammad Nabi,3,0,27,1,9,27,18,Belfast,9 Aug 2022,68.1,65.7,10.1,Partially cloudy,T20I,Ireland
Mohammad Nabi,2,0,15,2,7.5,7.5,6,Belfast,11 Aug 2022,65.4,68.2,11.4,Clear,T20I,Ireland
Mohammad Nabi,4,0,38,1,9.5,38,24,Belfast,12 Aug 2022,67.9,65,9.1,Clear,T20I,Ireland
Mohammad Nabi,-,-,-,-,-,-,-,Belfast,15 Aug 2022,62.7,86.1,8.1,"Rain, Partially cloudy",T20I,Ireland
Mohammad Nabi,-,-,-,-,-,-,-,Belfast,17 Aug 2022,57.9,82.9,8.1,"Rain, Overcast",T20I,Ireland
Mohammad Nabi,4,0,14,2,3.5,7,12,Dubai (DSC),27 Aug 2022,N/A,N/A,N/A,N/A,T20I,Sri Lanka
Mohammad Nabi,3,0,23,0,7.66,-,-,Sharjah,30 Aug 2022,93.2,48.4,14.7,Partially cloudy,T20I,Bangladesh
Mohammad Nabi,4,0,34,1,8.5,34,24,Sharjah,3 Sep 2022,94,51.9,15,Partially cloudy,T20I,Sri Lanka
